Time,CpuTime (minutes),Memory (MB),Memory_Percentage,CPU_Percentage,Requests,Http5xx,Http4xx,AverageResponseTime
2025-03-22 06:38:00,13.67,48.44,2.70,273.40,1.00,0,0,0.01
2025-03-22 06:43:00,13.38,49.00,2.73,267.60,1.00,0,0,0.01
2025-03-22 06:48:00,13.54,49.83,2.78,270.80,1.00,0,0,0.06
2025-03-22 06:53:00,13.59,49.66,2.77,271.80,2.50,0,0,0.07
2025-03-22 06:58:00,14.42,49.46,2.76,288.47,1.00,0,0,0.01
2025-03-22 07:03:00,13.65,50.42,2.81,273.07,1.00,0,0,0.04
2025-03-22 07:08:00,13.48,49.33,2.75,269.53,1.00,0,0,0.02
2025-03-22 07:13:00,12.67,49.97,2.79,253.47,1.00,0,0,0.01
2025-03-22 07:18:00,13.45,49.77,2.78,269.00,1.00,0,0,0.08
2025-03-22 07:23:00,13.32,49.90,2.78,266.40,1.00,0,0,0.01
2025-03-22 07:28:00,13.63,48.92,2.73,272.67,1.00,0,0,0.01
2025-03-22 07:33:00,12.43,49.53,2.76,248.60,1.00,0,0,0.02
2025-03-22 07:38:00,11.78,49.60,2.77,235.67,1.00,0,0,0.06
2025-03-22 07:43:00,11.74,50.29,2.81,234.87,1.00,0,0,0.07
2025-03-22 07:48:00,11.72,49.09,2.74,234.47,1.00,0,0,0.05
2025-03-22 07:53:00,11.75,49.52,2.76,235.00,1.00,0,0,0.02
2025-03-22 07:58:00,12.76,52.68,2.94,255.20,1.00,0,0,0.01
2025-03-22 08:03:00,12.47,70.51,3.93,249.33,1.00,0,0,0.02
2025-03-22 08:08:00,11.71,69.95,3.90,234.13,1.00,0,0,0.00
2025-03-22 08:13:00,12.17,68.75,3.84,243.33,1.00,0,0,0.02
2025-03-22 08:18:00,12.34,69.18,3.86,246.73,1.00,0,0,0.02
2025-03-22 08:23:00,11.80,67.52,3.77,236.00,1.00,0,0,0.00
2025-03-22 08:28:00,11.78,69.11,3.86,235.67,1.00,0,0,0.01
2025-03-22 08:33:00,11.89,68.42,3.82,237.80,1.00,0,0,0.02
2025-03-22 08:38:00,12.38,67.81,3.78,247.53,1.00,0,0,0.02
2025-03-22 08:43:00,12.30,68.97,3.85,246.07,1.00,0,0,0.02
2025-03-22 08:48:00,12.46,68.03,3.80,249.27,1.00,0,0,0.01
2025-03-22 08:53:00,12.14,68.63,3.83,242.80,1.00,0,0,0.01
2025-03-22 08:58:00,12.64,67.53,3.77,252.80,1.00,0,0,0.01
2025-03-22 09:03:00,12.54,67.46,3.76,250.87,1.00,0,0,0.01
2025-03-22 09:08:00,12.54,66.75,3.72,250.73,1.00,0,0,0.02
2025-03-22 09:13:00,12.90,66.90,3.73,258.07,1.00,0,0,0.01
2025-03-22 09:18:00,12.56,66.65,3.72,251.20,1.00,0,0,0.02
2025-03-22 09:23:00,12.00,66.31,3.70,239.93,1.00,0,0,0.00
2025-03-22 09:28:00,12.17,66.10,3.69,243.47,1.00,0,0,0.01
2025-03-22 09:33:00,12.57,65.72,3.67,251.40,1.00,0,0,0.01
2025-03-22 09:38:00,12.36,66.53,3.71,247.20,1.00,0,0,0.01
2025-03-22 09:43:00,13.07,67.33,3.76,261.47,1.00,0,0,0.03
2025-03-22 09:48:00,12.61,67.02,3.74,252.13,1.00,0,0,0.01
2025-03-22 09:53:00,12.42,67.54,3.77,248.33,1.00,0,0,0.01
2025-03-22 09:58:00,12.24,68.54,3.82,244.73,1.00,0,0,0.02
2025-03-22 10:03:00,12.02,69.57,3.88,240.47,1.00,0,0,0.01
2025-03-22 10:08:00,12.68,68.59,3.83,253.67,1.00,0,0,0.02
2025-03-22 10:13:00,12.06,68.41,3.82,241.20,1.00,0,0,0.01
2025-03-22 10:18:00,16.60,66.91,3.73,331.93,1.00,0,0,0.01
2025-03-22 10:23:00,11.74,67.57,3.77,234.80,1.00,0,0,0.02
2025-03-22 10:28:00,11.93,67.91,3.79,238.53,1.00,0,0,0.08
2025-03-22 10:33:00,11.42,69.06,3.85,228.33,1.00,0,0,0.02
2025-03-22 10:38:00,11.62,68.91,3.85,232.47,1.00,0,0,0.01
2025-03-22 10:43:00,11.73,69.56,3.88,234.67,1.00,0,0,0.01
2025-03-22 10:48:00,11.76,69.46,3.88,235.27,1.00,0,0,0.02
2025-03-22 10:53:00,11.70,69.44,3.87,234.00,1.00,0,0,0.03
2025-03-22 10:58:00,11.65,68.73,3.84,232.93,1.00,0,0,0.06
2025-03-22 11:03:00,12.05,68.38,3.82,241.00,1.00,0,0,0.03
2025-03-22 11:08:00,11.91,68.27,3.81,238.20,1.00,0,0,0.02
2025-03-22 11:13:00,12.03,69.11,3.86,240.53,1.00,0,0,0.04
2025-03-22 11:18:00,12.37,67.96,3.79,247.40,1.00,0,0,0.04
2025-03-22 11:23:00,12.90,61.66,3.44,258.07,1.00,0,0,0.09
2025-03-22 11:28:00,13.65,64.63,3.61,273.00,1.00,0,0,0.10
2025-03-22 11:33:00,13.16,65.67,3.66,263.27,1.00,0,0,0.11
2025-03-22 11:38:00,12.86,65.97,3.68,257.13,1.00,0,0,0.05
2025-03-22 11:43:00,13.33,64.45,3.60,266.67,1.00,0,0,0.05
2025-03-22 11:48:00,13.11,59.15,3.30,262.20,1.00,0,0,0.07
2025-03-22 11:53:00,13.35,59.48,3.32,267.00,1.00,0,0,0.10
2025-03-22 11:58:00,13.48,57.64,3.22,269.53,1.00,0,0,0.05
2025-03-22 12:03:00,12.94,59.00,3.29,258.73,1.00,0,1,1.06
2025-03-22 12:08:00,14.31,54.73,3.05,286.20,1.00,0,0,0.32
2025-03-22 12:13:00,14.08,56.12,3.13,281.60,1.00,0,0,0.14
2025-03-22 12:18:00,13.01,57.10,3.19,260.13,1.00,0,0,0.10
2025-03-22 12:23:00,11.75,58.69,3.27,234.93,1.00,0,0,0.03
2025-03-22 12:28:00,12.04,59.37,3.31,240.73,1.00,0,0,0.05
2025-03-22 12:33:00,11.98,59.20,3.30,239.60,1.00,0,0,0.02
2025-03-22 12:38:00,11.37,58.50,3.26,227.40,1.00,0,0,0.02
2025-03-22 12:43:00,11.92,58.62,3.27,238.40,1.00,0,0,0.03
2025-03-22 12:48:00,11.52,58.13,3.24,230.47,1.00,0,0,0.02
2025-03-22 12:53:00,11.48,58.08,3.24,229.53,1.00,0,0,0.02
2025-03-22 12:58:00,11.61,57.80,3.23,232.20,1.00,0,0,0.03
2025-03-22 13:03:00,11.59,58.73,3.28,231.80,1.00,0,0,0.06
2025-03-22 13:08:00,11.22,58.86,3.28,224.33,1.00,0,0,0.04
2025-03-22 13:13:00,11.69,58.74,3.28,233.80,1.00,0,0,0.07
2025-03-22 13:18:00,11.80,58.13,3.24,236.07,1.00,0,0,0.07
2025-03-22 13:23:00,11.78,59.59,3.33,235.67,1.00,0,0,0.02
2025-03-22 13:28:00,11.94,61.27,3.42,238.87,1.00,0,0,0.05
2025-03-22 13:33:00,11.53,61.46,3.43,230.60,1.00,0,0,0.01
2025-03-22 13:38:00,11.02,61.76,3.45,220.33,1.00,0,0,0.04
2025-03-22 13:43:00,11.58,59.65,3.33,231.67,1.00,0,0,0.03
2025-03-22 13:48:00,24.06,74.53,4.16,481.27,0.00,0,0,
2025-03-22 13:53:00,12.23,72.30,4.03,244.60,1.00,0,0,0.05
2025-03-22 13:58:00,12.15,63.55,3.55,243.00,1.00,0,0,0.04
2025-03-22 14:03:00,12.55,58.31,3.25,250.93,1.00,0,0,0.01
2025-03-22 14:08:00,12.03,58.24,3.25,240.60,1.00,0,0,0.02
2025-03-22 14:13:00,12.18,57.07,3.18,243.60,1.00,0,0,0.02
2025-03-22 14:18:00,12.75,57.05,3.18,254.93,1.00,0,0,0.02
2025-03-22 14:23:00,12.00,56.38,3.15,240.07,1.00,0,0,0.06
2025-03-22 14:28:00,12.38,56.30,3.14,247.60,1.00,0,0,0.00
2025-03-22 14:33:00,11.97,56.54,3.16,239.40,1.00,0,0,0.01
2025-03-22 14:38:00,11.88,56.09,3.13,237.60,1.00,0,0,0.01
2025-03-22 14:43:00,11.81,56.98,3.18,236.20,1.00,0,0,0.01
2025-03-22 14:48:00,12.49,57.07,3.18,249.87,1.00,0,0,0.07
2025-03-22 14:53:00,12.81,55.73,3.11,256.20,1.00,0,0,0.02
2025-03-22 14:58:00,12.75,56.29,3.14,254.93,1.00,0,0,0.00
2025-03-22 15:03:00,12.90,56.23,3.14,258.00,1.00,0,0,0.04
2025-03-22 15:08:00,12.51,55.96,3.12,250.13,1.00,0,0,0.01
2025-03-22 15:13:00,13.00,56.51,3.15,259.93,1.00,0,0,0.02
2025-03-22 15:18:00,12.98,56.10,3.13,259.67,1.00,0,0,0.01
2025-03-22 15:23:00,13.03,55.39,3.09,260.60,1.00,0,0,0.01
2025-03-22 15:28:00,13.02,56.11,3.13,260.47,1.00,0,0,0.01
2025-03-22 15:33:00,12.10,56.51,3.15,242.07,1.00,0,0,0.01
2025-03-22 15:38:00,11.92,55.04,3.07,238.40,1.00,0,0,0.03
2025-03-22 15:43:00,12.38,54.13,3.02,247.67,1.00,0,0,0.04
2025-03-22 15:48:00,13.03,55.38,3.09,260.67,1.00,0,0,0.01
2025-03-22 15:53:00,13.19,55.28,3.08,263.73,1.00,0,0,0.01
2025-03-22 15:58:00,12.76,55.12,3.08,255.27,1.00,0,0,0.02
2025-03-22 16:03:00,12.48,55.11,3.08,249.53,1.00,0,0,0.01
2025-03-22 16:08:00,12.97,55.17,3.08,259.33,1.00,0,0,0.02
2025-03-22 16:13:00,12.72,54.93,3.07,254.40,1.00,0,0,0.01
2025-03-22 16:18:00,13.31,54.88,3.06,266.20,1.00,0,0,0.01
2025-03-22 16:23:00,12.86,54.65,3.05,257.27,1.00,0,0,0.01
2025-03-22 16:28:00,12.41,55.22,3.08,248.27,1.00,0,0,0.01
2025-03-22 16:33:00,12.36,54.39,3.04,247.13,1.00,0,0,0.05
2025-03-22 16:38:00,11.84,54.11,3.02,236.87,1.00,0,0,0.01
2025-03-22 16:43:00,12.11,54.87,3.06,242.27,1.00,0,0,0.06
2025-03-22 16:48:00,12.17,55.20,3.08,243.40,1.00,0,0,0.00
2025-03-22 16:53:00,13.05,54.99,3.07,261.00,1.00,0,0,0.02
2025-03-22 16:58:00,13.05,54.85,3.06,261.00,1.00,0,0,0.03
2025-03-22 17:03:00,12.36,54.68,3.05,247.13,1.00,0,0,0.16
2025-03-22 17:08:00,12.64,56.11,3.13,252.73,1.00,0,0,0.02
2025-03-22 17:13:00,12.44,55.33,3.09,248.80,1.00,0,0,0.00
2025-03-22 17:18:00,12.48,54.89,3.06,249.53,1.00,0,0,0.01
2025-03-22 17:23:00,11.69,54.69,3.05,233.87,1.00,0,0,0.05
2025-03-22 17:28:00,12.22,54.35,3.03,244.33,1.00,0,0,0.02
2025-03-22 17:33:00,11.28,54.19,3.02,225.60,1.00,0,0,0.02
2025-03-22 17:38:00,11.30,54.03,3.02,226.07,1.00,0,0,0.05
2025-03-22 17:43:00,11.61,54.47,3.04,232.20,1.00,0,0,0.01
2025-03-22 17:48:00,11.26,54.96,3.07,225.13,1.00,0,0,0.00
2025-03-22 17:53:00,11.59,54.77,3.06,231.73,1.00,0,0,0.01
2025-03-22 17:58:00,11.89,54.70,3.05,237.80,1.00,0,0,0.01
2025-03-22 18:03:00,11.72,54.28,3.03,234.33,1.00,0,0,0.02
2025-03-22 18:08:00,11.11,55.08,3.07,222.13,1.00,0,0,0.01
2025-03-22 18:13:00,11.21,55.01,3.07,224.20,1.00,0,0,0.02
2025-03-22 18:18:00,11.50,54.08,3.02,229.93,1.00,0,0,0.02
2025-03-22 18:23:00,11.31,53.40,2.98,226.27,1.00,0,0,0.02
2025-03-22 18:28:00,11.78,54.01,3.01,235.60,1.00,0,0,0.01
2025-03-22 18:33:00,11.47,52.78,2.95,229.33,1.00,0,0,0.02
2025-03-22 18:38:00,11.54,52.45,2.93,230.80,1.00,0,0,0.01
2025-03-22 18:43:00,11.61,54.34,3.03,232.20,1.00,0,0,0.01
2025-03-22 18:48:00,11.81,54.09,3.02,236.27,1.00,0,0,0.00
2025-03-22 18:53:00,11.41,53.08,2.96,228.20,1.00,0,0,0.03
2025-03-22 18:58:00,11.64,53.35,2.98,232.87,1.00,0,0,0.00
2025-03-22 19:03:00,11.38,53.75,3.00,227.67,1.00,0,0,0.01
2025-03-22 19:08:00,11.52,53.61,2.99,230.40,1.00,0,0,0.01
2025-03-22 19:13:00,11.16,53.66,2.99,223.13,1.00,0,0,0.01
2025-03-22 19:18:00,12.02,52.46,2.93,240.33,1.00,0,0,0.00
2025-03-22 19:23:00,12.72,50.61,2.82,254.33,1.00,0,0,0.01
2025-03-22 19:28:00,12.58,51.92,2.90,251.67,1.00,0,0,0.01
2025-03-22 19:33:00,12.49,52.76,2.94,249.73,1.00,0,0,0.01
2025-03-22 19:38:00,12.68,52.67,2.94,253.60,1.00,0,0,0.01
2025-03-22 19:43:00,12.59,50.74,2.83,251.87,1.00,0,0,0.01
2025-03-22 19:48:00,13.29,47.18,2.63,265.87,1.00,0,0,0.03
2025-03-22 19:53:00,13.41,49.51,2.76,268.13,1.00,0,0,0.06
2025-03-22 19:58:00,12.59,49.39,2.76,251.87,1.00,0,0,0.07
2025-03-22 20:03:00,12.12,52.19,2.91,242.33,1.00,0,0,0.01
2025-03-22 20:08:00,11.35,52.54,2.93,227.07,1.00,0,0,0.02
2025-03-22 20:13:00,11.37,52.60,2.94,227.33,1.00,0,0,0.00
2025-03-22 20:18:00,11.58,53.10,2.96,231.53,1.00,0,0,0.02
2025-03-22 20:23:00,11.57,53.09,2.96,231.40,1.00,0,0,0.01
2025-03-22 20:28:00,12.01,53.80,3.00,240.20,1.00,0,0,0.01
2025-03-22 20:33:00,12.00,54.62,3.05,240.00,1.00,0,0,0.01
2025-03-22 20:38:00,11.45,54.74,3.05,229.07,1.00,0,0,0.00
2025-03-22 20:43:00,11.58,53.69,3.00,231.53,1.00,0,0,0.01
2025-03-22 20:48:00,11.62,54.00,3.01,232.47,1.00,0,0,0.01
2025-03-22 20:53:00,11.17,53.68,3.00,223.47,1.00,0,0,0.01
2025-03-22 20:58:00,11.55,54.25,3.03,231.07,1.00,0,0,0.01
2025-03-22 21:03:00,11.77,53.64,2.99,235.47,1.00,0,0,0.01
2025-03-22 21:08:00,11.27,54.12,3.02,225.33,1.00,0,0,0.02
2025-03-22 21:13:00,11.34,53.75,3.00,226.87,1.00,0,0,0.02
2025-03-22 21:18:00,11.90,53.62,2.99,237.93,1.00,0,0,0.02
2025-03-22 21:23:00,11.31,53.56,2.99,226.20,1.00,0,0,0.01
2025-03-22 21:28:00,11.54,53.54,2.99,230.87,1.00,0,0,0.01
2025-03-22 21:33:00,11.52,53.51,2.99,230.33,1.00,0,0,0.00
2025-03-22 21:38:00,11.21,54.30,3.03,224.27,1.00,0,0,0.01
2025-03-22 21:43:00,11.44,53.93,3.01,228.87,1.00,0,0,0.01
2025-03-22 21:48:00,11.21,53.15,2.97,224.20,1.00,0,0,0.01
2025-03-22 21:53:00,11.85,53.47,2.98,237.00,1.00,0,0,0.05
2025-03-22 21:58:00,11.36,52.83,2.95,227.13,1.00,0,0,0.01
2025-03-22 22:03:00,11.64,54.24,3.03,232.87,1.00,0,0,0.01
2025-03-22 22:08:00,11.48,53.34,2.98,229.60,1.00,0,0,0.03
2025-03-22 22:13:00,10.94,53.12,2.96,218.73,1.00,0,0,0.01
2025-03-22 22:18:00,11.83,53.02,2.96,236.67,1.00,0,0,0.00
2025-03-22 22:23:00,11.47,53.56,2.99,229.33,1.00,0,0,0.03
2025-03-22 22:28:00,11.39,53.39,2.98,227.87,1.00,0,0,0.02
2025-03-22 22:33:00,12.03,53.40,2.98,240.67,1.00,0,0,0.03
2025-03-22 22:38:00,11.36,53.88,3.01,227.13,1.00,0,0,0.02
2025-03-22 22:43:00,11.35,53.73,3.00,226.93,1.00,0,0,0.01
2025-03-22 22:48:00,11.26,53.41,2.98,225.20,1.00,0,0,0.00
2025-03-22 22:53:00,11.15,53.16,2.97,223.00,1.00,0,0,0.01
2025-03-22 22:58:00,11.52,51.34,2.87,230.40,1.00,0,0,0.01
2025-03-22 23:03:00,11.85,52.50,2.93,237.07,1.00,0,0,0.00
2025-03-22 23:08:00,11.99,52.01,2.90,239.80,1.00,0,0,0.03
2025-03-22 23:13:00,11.79,51.40,2.87,235.87,1.00,0,0,0.01
2025-03-22 23:18:00,11.95,51.96,2.90,238.93,1.00,0,0,0.01
2025-03-22 23:23:00,11.88,52.21,2.91,237.53,1.00,0,0,0.01
2025-03-22 23:28:00,11.28,51.78,2.89,225.60,1.00,0,0,0.06
2025-03-22 23:33:00,11.46,52.25,2.92,229.27,1.00,0,0,0.01
2025-03-22 23:38:00,11.07,51.95,2.90,221.47,1.00,0,0,0.03
2025-03-22 23:43:00,11.44,51.05,2.85,228.87,1.00,0,0,0.02
2025-03-22 23:48:00,11.96,52.15,2.91,239.13,1.00,0,0,0.01
2025-03-22 23:53:00,11.39,51.50,2.87,227.80,1.00,0,0,0.00
2025-03-22 23:58:00,11.71,50.78,2.83,234.20,1.00,0,0,0.02
2025-03-23 00:03:00,11.26,51.23,2.86,225.20,1.00,0,0,0.01
2025-03-23 00:08:00,11.43,50.35,2.81,228.53,1.00,0,0,0.01
2025-03-23 00:13:00,11.45,49.93,2.79,229.07,1.00,0,0,0.02
2025-03-23 00:18:00,11.55,51.01,2.85,230.93,1.00,0,0,0.01
2025-03-23 00:23:00,11.77,51.08,2.85,235.47,1.00,0,0,0.01
2025-03-23 00:28:00,11.26,51.33,2.86,225.20,1.00,0,0,0.01
2025-03-23 00:33:00,11.19,50.87,2.84,223.80,1.00,0,0,0.01
2025-03-23 00:38:00,11.61,50.90,2.84,232.20,1.00,0,0,0.02
2025-03-23 00:43:00,11.70,50.44,2.81,234.07,1.00,0,0,0.04
2025-03-23 00:48:00,11.82,50.22,2.80,236.47,1.00,0,0,0.01
2025-03-23 00:53:00,11.33,49.74,2.78,226.53,1.00,0,0,0.01
2025-03-23 00:58:00,11.36,50.29,2.81,227.20,1.00,0,0,0.01
2025-03-23 01:03:00,11.25,49.47,2.76,225.00,1.00,0,0,0.00
2025-03-23 01:08:00,11.17,50.23,2.80,223.47,1.00,0,0,0.01
2025-03-23 01:13:00,11.58,50.92,2.84,231.60,1.00,0,0,0.01
2025-03-23 01:18:00,11.92,50.89,2.84,238.47,1.00,0,0,0.04
2025-03-23 01:23:00,11.06,50.42,2.81,221.13,1.00,0,0,0.02
2025-03-23 01:28:00,11.46,50.42,2.81,229.27,1.00,0,0,0.01
2025-03-23 01:33:00,11.48,50.82,2.84,229.53,1.00,0,0,0.00
2025-03-23 01:38:00,10.84,49.76,2.78,216.73,1.00,0,0,0.01
2025-03-23 01:43:00,11.79,50.60,2.82,235.87,1.00,0,0,0.12
2025-03-23 01:48:00,11.65,50.15,2.80,232.93,1.00,0,0,0.02
2025-03-23 01:53:00,11.54,50.08,2.79,230.87,1.00,0,0,0.02
2025-03-23 01:58:00,11.89,50.50,2.82,237.73,1.00,0,0,0.01
2025-03-23 02:03:00,11.67,50.25,2.80,233.47,1.00,0,0,0.00
2025-03-23 02:08:00,11.72,49.91,2.79,234.33,1.00,0,0,0.01
2025-03-23 02:13:00,11.72,51.25,2.86,234.33,1.00,0,0,0.01
2025-03-23 02:18:00,12.17,50.54,2.82,243.40,1.00,0,0,0.01
2025-03-23 02:23:00,11.12,49.70,2.77,222.40,1.00,0,0,0.01
2025-03-23 02:28:00,11.60,49.94,2.79,232.07,1.00,0,0,0.01
2025-03-23 02:33:00,11.23,51.05,2.85,224.53,1.00,0,0,0.01
2025-03-23 02:38:00,11.21,50.43,2.81,224.27,1.00,0,0,0.00
2025-03-23 02:43:00,11.18,50.36,2.81,223.60,1.00,0,0,0.02
2025-03-23 02:48:00,11.44,50.59,2.82,228.73,1.00,0,0,0.04
2025-03-23 02:53:00,11.45,51.06,2.85,228.93,1.00,0,0,0.02
2025-03-23 02:58:00,11.63,49.71,2.77,232.67,1.00,0,0,0.01
2025-03-23 03:03:00,11.49,50.55,2.82,229.73,1.00,0,0,0.01
2025-03-23 03:08:00,11.26,51.30,2.86,225.20,1.00,0,0,0.03
2025-03-23 03:13:00,11.92,50.74,2.83,238.33,1.00,0,0,0.01
2025-03-23 03:18:00,12.23,49.88,2.78,244.60,1.00,0,0,0.01
2025-03-23 03:23:00,12.48,48.44,2.70,249.53,1.00,0,0,0.01
2025-03-23 03:28:00,12.57,49.19,2.75,251.40,1.00,0,0,0.02
2025-03-23 03:33:00,12.81,48.73,2.72,256.27,1.00,0,0,0.01
2025-03-23 03:38:00,13.05,50.79,2.83,260.93,1.00,0,0,0.01
2025-03-23 03:43:00,13.01,48.48,2.71,260.27,1.00,0,0,0.01
2025-03-23 03:48:00,13.06,44.74,2.50,261.27,1.00,0,0,0.01
2025-03-23 03:53:00,12.79,47.57,2.65,255.73,1.00,0,0,0.02
2025-03-23 03:58:00,12.35,46.58,2.60,246.93,1.00,0,0,0.02
2025-03-23 04:03:00,11.15,50.49,2.82,223.07,1.00,0,0,0.01
2025-03-23 04:08:00,11.52,51.59,2.88,230.40,1.00,0,0,0.06
2025-03-23 04:13:00,11.52,50.88,2.84,230.47,1.00,0,0,0.01
2025-03-23 04:18:00,11.52,53.15,2.97,230.33,1.00,0,0,0.02
2025-03-23 04:23:00,11.32,53.38,2.98,226.47,1.00,0,0,0.03
2025-03-23 04:28:00,11.83,53.63,2.99,236.53,1.00,0,0,0.01
2025-03-23 04:33:00,11.35,53.05,2.96,227.07,1.00,0,0,0.01
2025-03-23 04:38:00,11.14,53.15,2.97,222.80,1.00,0,0,0.02
2025-03-23 04:43:00,12.82,54.47,3.04,256.33,1.00,0,0,0.01
2025-03-23 04:48:00,13.47,54.65,3.05,269.33,1.00,0,0,0.08
2025-03-23 04:53:00,11.48,54.38,3.03,229.53,1.00,0,0,0.02
2025-03-23 04:58:00,11.78,54.20,3.02,235.60,1.00,0,0,0.01
2025-03-23 05:03:00,11.51,54.74,3.05,230.27,1.00,0,0,0.00
2025-03-23 05:08:00,11.38,54.08,3.02,227.67,1.00,0,0,0.03
2025-03-23 05:13:00,11.39,54.19,3.02,227.87,1.00,0,0,0.02
2025-03-23 05:18:00,11.19,55.00,3.07,223.87,1.00,0,0,0.03
2025-03-23 05:23:00,11.37,54.91,3.06,227.47,1.00,0,0,0.01
2025-03-23 05:28:00,11.19,55.02,3.07,223.73,1.00,0,0,0.02
2025-03-23 05:33:00,11.43,54.28,3.03,228.53,1.00,0,0,0.01
2025-03-23 05:38:00,11.16,53.97,3.01,223.27,1.00,0,0,0.06
2025-03-23 05:43:00,11.20,55.19,3.08,223.93,1.00,0,0,0.01
2025-03-23 05:48:00,11.63,54.87,3.06,232.60,1.00,0,0,0.01
2025-03-23 05:53:00,11.23,54.41,3.04,224.53,1.00,0,0,0.01
2025-03-23 05:58:00,11.95,54.26,3.03,239.07,1.00,0,0,0.00
2025-03-23 06:03:00,11.03,54.26,3.03,220.60,1.00,0,0,0.01
2025-03-23 06:08:00,11.56,53.00,2.96,231.20,1.00,0,0,0.02
2025-03-23 06:13:00,11.37,53.94,3.01,227.47,1.00,0,0,0.05
2025-03-23 06:18:00,11.84,53.96,3.01,236.80,1.00,0,0,0.01
2025-03-23 06:23:00,11.32,54.32,3.03,226.47,1.00,0,0,0.01
2025-03-23 06:28:00,11.42,54.38,3.03,228.33,1.00,0,0,0.02
2025-03-23 06:33:00,11.27,53.48,2.98,225.47,1.00,0,0,0.00
2025-03-23 06:38:00,11.63,53.91,3.01,232.67,1.00,0,0,0.01
2025-03-23 06:43:00,11.50,54.65,3.05,230.07,1.00,0,0,0.01
2025-03-23 06:48:00,11.35,53.94,3.01,226.93,1.00,0,0,0.01
2025-03-23 06:53:00,11.49,54.76,3.06,229.80,2.50,0,0,0.04
2025-03-23 06:58:00,11.61,53.61,2.99,232.27,1.00,0,0,0.01
2025-03-23 07:03:00,11.32,53.06,2.96,226.40,1.00,0,0,0.01
2025-03-23 07:08:00,11.10,54.56,3.04,222.07,1.00,0,0,0.00
2025-03-23 07:13:00,11.39,54.51,3.04,227.73,1.00,0,0,0.03
2025-03-23 07:18:00,11.30,51.84,2.89,226.00,1.00,0,0,0.02
2025-03-23 07:23:00,11.20,54.29,3.03,223.93,1.00,0,0,0.02
2025-03-23 07:28:00,10.95,54.17,3.02,219.07,1.00,0,0,0.02
2025-03-23 07:33:00,12.29,54.06,3.02,245.80,1.00,0,0,0.01
2025-03-23 07:38:00,10.99,55.09,3.07,219.80,1.00,0,0,0.00
2025-03-23 07:43:00,11.20,55.09,3.07,224.00,1.00,0,0,0.01
2025-03-23 07:48:00,11.28,55.63,3.10,225.60,1.00,0,0,0.01
2025-03-23 07:53:00,11.14,55.33,3.09,222.80,1.00,0,0,0.03
2025-03-23 07:58:00,11.75,57.40,3.20,235.00,1.00,0,0,0.01
2025-03-23 08:03:00,11.18,73.93,4.13,223.60,1.00,0,0,0.01
2025-03-23 08:08:00,11.39,73.23,4.09,227.80,1.00,0,0,0.02
2025-03-23 08:13:00,11.41,71.85,4.01,228.20,1.00,0,0,0.01
2025-03-23 08:18:00,11.38,71.36,3.98,227.53,1.00,0,0,0.01
2025-03-23 08:23:00,11.46,71.12,3.97,229.27,1.00,0,0,0.02
2025-03-23 08:28:00,11.65,69.37,3.87,233.00,1.00,0,0,0.01
2025-03-23 08:33:00,11.38,70.85,3.95,227.60,1.00,0,0,0.01
2025-03-23 08:38:00,11.37,70.95,3.96,227.40,1.00,0,0,0.02
2025-03-23 08:43:00,11.65,71.10,3.97,233.00,1.00,0,0,0.01
2025-03-23 08:48:00,11.53,69.66,3.89,230.60,1.00,0,0,0.01
2025-03-23 08:53:00,11.65,70.00,3.91,233.07,1.00,0,0,0.00
2025-03-23 08:58:00,11.49,69.50,3.88,229.73,1.00,0,0,0.03
2025-03-23 09:03:00,11.04,69.36,3.87,220.73,1.00,0,0,0.04
2025-03-23 09:08:00,11.00,68.99,3.85,220.00,1.00,0,0,0.04
2025-03-23 09:13:00,11.71,69.60,3.88,234.13,1.00,0,0,0.03
2025-03-23 09:18:00,11.60,69.83,3.90,232.00,1.00,0,0,0.01
2025-03-23 09:23:00,11.37,69.47,3.88,227.47,1.00,0,0,0.02
2025-03-23 09:28:00,11.63,68.02,3.80,232.67,1.00,0,0,0.03
2025-03-23 09:33:00,11.68,69.72,3.89,233.53,1.00,0,0,0.02
2025-03-23 09:38:00,11.41,69.79,3.89,228.13,1.00,0,0,0.02
2025-03-23 09:43:00,11.60,69.80,3.90,232.07,1.00,0,0,0.07
2025-03-23 09:48:00,11.79,69.23,3.86,235.87,1.00,0,0,0.01
2025-03-23 09:53:00,11.32,68.51,3.82,226.47,1.00,0,0,0.02
2025-03-23 09:58:00,11.50,68.03,3.80,230.00,1.00,0,0,0.01
2025-03-23 10:03:00,11.12,68.09,3.80,222.33,1.00,0,0,0.03
