Time,CpuTime (minutes),Memory (MB),Memory_Percentage,CPU_Percentage,Requests,Http5xx,Http4xx,AverageResponseTime
2025-03-19 22:03:00,12.58,53.27,2.97,251.60,1.00,0,0,0.00
2025-03-19 22:08:00,12.43,53.38,2.98,248.53,1.00,0,0,0.01
2025-03-19 22:13:00,13.27,52.73,2.94,265.40,1.00,0,0,0.00
2025-03-19 22:18:00,14.81,48.63,2.71,296.27,1.00,0,0,0.14
2025-03-19 22:23:00,14.40,49.93,2.79,287.93,1.00,0,0,0.04
2025-03-19 22:28:00,14.69,48.48,2.71,293.80,1.00,0,0,0.05
2025-03-19 22:33:00,14.52,51.24,2.86,290.47,1.00,0,0,0.04
2025-03-19 22:38:00,14.20,51.30,2.86,283.93,1.00,0,0,0.01
2025-03-19 22:43:00,14.95,51.40,2.87,298.93,1.00,0,0,0.01
2025-03-19 22:48:00,14.24,51.80,2.89,284.87,1.00,0,0,0.02
2025-03-19 22:53:00,14.38,50.37,2.81,287.53,1.00,0,0,0.01
2025-03-19 22:58:00,14.05,45.69,2.55,280.93,1.00,0,0,0.13
2025-03-19 23:03:00,14.32,48.21,2.69,286.40,1.00,0,0,0.10
2025-03-19 23:08:00,14.33,45.48,2.54,286.67,1.00,0,0,0.03
2025-03-19 23:13:00,12.94,47.95,2.68,258.87,1.00,0,0,0.03
2025-03-19 23:18:00,12.95,49.65,2.77,259.07,1.00,0,0,0.01
2025-03-19 23:23:00,12.34,51.06,2.85,246.73,1.00,0,0,0.03
2025-03-19 23:28:00,12.44,51.29,2.86,248.73,1.00,0,0,0.02
2025-03-19 23:33:00,12.64,51.02,2.85,252.80,1.00,0,0,0.31
2025-03-19 23:38:00,13.06,51.55,2.88,261.13,1.00,0,0,0.10
2025-03-19 23:43:00,12.49,51.24,2.86,249.80,1.00,0,0,0.01
2025-03-19 23:48:00,12.69,50.68,2.83,253.73,1.00,0,0,0.01
2025-03-19 23:53:00,12.67,50.98,2.84,253.47,1.00,0,0,0.01
2025-03-19 23:58:00,12.89,51.01,2.85,257.73,1.00,0,0,0.01
2025-03-20 00:03:00,13.35,51.56,2.88,266.93,1.00,0,0,0.01
2025-03-20 00:08:00,12.96,50.95,2.84,259.20,1.00,0,0,0.01
2025-03-20 00:13:00,13.09,50.95,2.84,261.87,1.00,0,0,0.01
2025-03-20 00:18:00,13.01,51.57,2.88,260.13,1.00,0,0,0.02
2025-03-20 00:23:00,13.56,50.04,2.79,271.27,1.00,0,0,0.02
2025-03-20 00:28:00,13.03,50.60,2.82,260.67,1.00,0,0,0.03
2025-03-20 00:33:00,13.64,50.93,2.84,272.87,1.00,0,0,0.03
2025-03-20 00:38:00,13.11,51.21,2.86,262.27,1.00,0,0,0.01
2025-03-20 00:43:00,13.49,50.56,2.82,269.87,1.00,0,0,0.01
2025-03-20 00:48:00,13.20,50.68,2.83,263.93,1.00,0,0,0.01
2025-03-20 00:53:00,13.40,50.85,2.84,267.93,1.00,0,0,0.01
2025-03-20 00:58:00,13.00,50.13,2.80,259.93,1.00,0,0,0.01
2025-03-20 01:03:00,13.26,50.66,2.83,265.27,1.00,0,0,0.01
2025-03-20 01:08:00,13.19,50.87,2.84,263.80,1.00,0,0,0.02
2025-03-20 01:13:00,13.72,50.38,2.81,274.40,1.00,0,0,0.01
2025-03-20 01:18:00,13.62,51.38,2.87,272.40,1.00,0,0,0.03
2025-03-20 01:23:00,12.75,50.53,2.82,255.07,1.00,0,0,0.00
2025-03-20 01:28:00,12.60,50.69,2.83,252.07,1.00,0,0,0.01
2025-03-20 01:33:00,13.30,49.97,2.79,266.07,1.00,0,0,0.02
2025-03-20 01:38:00,13.26,50.35,2.81,265.13,1.00,0,0,0.00
2025-03-20 01:43:00,12.77,51.13,2.85,255.33,1.00,0,0,0.01
2025-03-20 01:48:00,12.49,51.35,2.87,249.87,1.00,0,0,0.01
2025-03-20 01:53:00,12.57,51.79,2.89,251.33,1.00,0,0,0.01
2025-03-20 01:58:00,12.89,51.33,2.86,257.80,1.00,0,0,0.02
2025-03-20 02:03:00,13.13,50.90,2.84,262.67,1.00,0,0,0.01
2025-03-20 02:08:00,12.45,50.13,2.80,249.00,1.00,0,0,0.01
2025-03-20 02:13:00,12.74,50.63,2.83,254.73,1.00,0,0,0.02
2025-03-20 02:18:00,12.98,51.19,2.86,259.67,1.00,0,0,0.02
2025-03-20 02:23:00,12.54,51.11,2.85,250.87,1.00,0,0,0.01
2025-03-20 02:28:00,12.46,51.77,2.89,249.27,1.00,0,0,0.04
2025-03-20 02:33:00,12.64,51.65,2.88,252.73,1.00,0,0,0.01
2025-03-20 02:38:00,12.43,51.26,2.86,248.53,1.00,0,0,0.01
2025-03-20 02:43:00,12.87,51.58,2.88,257.33,1.00,0,0,0.04
2025-03-20 02:48:00,12.70,51.81,2.89,253.93,1.00,0,0,0.02
2025-03-20 02:53:00,13.08,51.64,2.88,261.67,1.00,0,0,0.00
2025-03-20 02:58:00,12.26,50.35,2.81,245.27,1.00,0,0,0.06
2025-03-20 03:03:00,12.40,50.83,2.84,248.00,1.00,0,0,0.01
2025-03-20 03:08:00,12.36,50.79,2.83,247.27,1.00,0,0,0.01
2025-03-20 03:13:00,12.02,50.26,2.80,240.40,1.00,0,0,0.01
2025-03-20 03:18:00,12.72,50.55,2.82,254.40,1.00,0,0,0.01
2025-03-20 03:23:00,11.83,49.62,2.77,236.53,1.00,0,0,0.01
2025-03-20 03:28:00,12.44,49.98,2.79,248.73,1.00,0,0,0.02
2025-03-20 03:33:00,12.10,49.69,2.77,242.00,1.00,0,0,0.01
2025-03-20 03:38:00,11.85,49.89,2.78,236.93,1.00,0,0,0.03
2025-03-20 03:43:00,12.50,49.65,2.77,249.93,1.00,0,0,0.02
2025-03-20 03:48:00,12.43,49.31,2.75,248.60,1.00,0,0,0.00
2025-03-20 03:53:00,12.33,50.19,2.80,246.67,1.00,0,0,0.04
2025-03-20 03:58:00,11.96,49.90,2.78,239.27,1.00,0,0,0.05
2025-03-20 04:03:00,12.31,49.42,2.76,246.27,1.00,0,0,0.02
2025-03-20 04:08:00,11.46,48.03,2.68,229.27,1.00,0,0,0.01
2025-03-20 04:13:00,12.41,49.34,2.75,248.13,1.00,0,0,0.02
2025-03-20 04:18:00,12.35,48.84,2.73,247.07,1.00,0,0,0.03
2025-03-20 04:23:00,12.38,48.98,2.73,247.67,1.00,0,0,0.01
2025-03-20 04:28:00,12.73,49.55,2.77,254.60,1.00,0,0,0.04
2025-03-20 04:33:00,12.34,49.38,2.76,246.80,1.00,0,0,0.07
2025-03-20 04:38:00,12.24,49.89,2.78,244.87,1.00,0,0,0.01
2025-03-20 04:43:00,12.40,49.68,2.77,247.93,1.00,0,0,0.01
2025-03-20 04:48:00,12.65,49.42,2.76,253.07,1.00,0,0,0.01
2025-03-20 04:53:00,12.05,48.77,2.72,241.07,1.00,0,0,0.01
2025-03-20 04:58:00,12.54,48.74,2.72,250.80,1.00,0,0,0.02
2025-03-20 05:03:00,12.40,48.28,2.69,247.93,1.00,0,0,0.01
2025-03-20 05:08:00,12.02,48.06,2.68,240.33,1.00,0,0,0.02
2025-03-20 05:13:00,12.53,49.74,2.78,250.53,1.00,0,0,0.01
2025-03-20 05:18:00,12.18,48.94,2.73,243.53,1.00,0,0,0.00
2025-03-20 05:23:00,12.84,48.83,2.72,256.73,1.00,0,0,0.01
2025-03-20 05:28:00,12.40,49.85,2.78,247.93,1.00,0,0,0.00
2025-03-20 05:33:00,12.57,49.21,2.75,251.40,1.00,0,0,0.03
2025-03-20 05:38:00,11.92,48.88,2.73,238.47,1.00,0,0,0.02
2025-03-20 05:43:00,12.31,50.33,2.81,246.27,1.00,0,0,0.04
2025-03-20 05:48:00,12.08,49.92,2.79,241.67,1.00,0,0,0.00
2025-03-20 05:53:00,11.96,49.37,2.75,239.20,1.00,0,0,0.01
2025-03-20 05:58:00,12.01,48.80,2.72,240.20,1.00,0,0,0.01
2025-03-20 06:03:00,12.45,48.79,2.72,249.00,1.00,0,0,0.01
2025-03-20 06:08:00,12.22,48.66,2.72,244.40,1.00,0,0,0.02
2025-03-20 06:13:00,12.53,49.43,2.76,250.67,1.00,0,0,0.01
2025-03-20 06:18:00,12.72,49.74,2.78,254.33,1.00,0,0,0.01
2025-03-20 06:23:00,12.44,49.79,2.78,248.87,1.00,0,0,0.01
2025-03-20 06:28:00,12.61,49.97,2.79,252.20,1.00,0,0,0.01
2025-03-20 06:33:00,12.58,49.38,2.76,251.53,1.00,0,0,0.01
2025-03-20 06:38:00,11.35,48.21,2.69,227.07,1.00,0,0,0.01
2025-03-20 06:43:00,12.15,49.63,2.77,243.07,1.00,0,0,0.01
2025-03-20 06:48:00,11.84,49.21,2.75,236.87,1.00,0,0,0.01
2025-03-20 06:53:00,11.80,49.05,2.74,235.93,1.00,0,0,0.02
2025-03-20 06:58:00,12.79,49.43,2.76,255.73,1.00,0,0,0.01
2025-03-20 07:03:00,12.34,49.70,2.77,246.87,1.00,0,0,0.01
2025-03-20 07:08:00,11.88,49.20,2.75,237.67,1.00,0,0,0.01
2025-03-20 07:13:00,12.23,49.56,2.77,244.67,1.00,0,0,0.01
2025-03-20 07:18:00,12.43,48.48,2.71,248.67,1.00,0,0,0.02
2025-03-20 07:23:00,12.16,49.59,2.77,243.20,1.00,0,0,0.00
2025-03-20 07:28:00,12.40,49.37,2.76,248.00,1.00,0,0,0.03
2025-03-20 07:33:00,12.91,48.84,2.73,258.13,1.00,0,0,0.01
2025-03-20 07:38:00,12.20,49.34,2.75,244.00,1.00,0,0,0.01
2025-03-20 07:43:00,12.29,50.60,2.82,245.80,1.00,0,0,0.01
2025-03-20 07:48:00,12.18,50.52,2.82,243.53,1.00,0,0,0.01
2025-03-20 07:53:00,11.81,49.36,2.75,236.20,1.00,0,0,0.02
2025-03-20 07:58:00,12.89,53.15,2.97,257.87,1.00,0,0,0.01
2025-03-20 08:03:00,13.10,70.50,3.93,262.00,1.00,0,0,0.02
2025-03-20 08:08:00,12.40,70.11,3.91,248.00,1.00,0,0,0.02
2025-03-20 08:13:00,12.43,70.15,3.91,248.67,1.00,0,0,0.05
2025-03-20 08:18:00,12.40,69.62,3.89,247.93,1.00,0,0,0.01
2025-03-20 08:23:00,12.37,68.25,3.81,247.47,1.00,0,0,0.22
2025-03-20 08:28:00,12.37,69.38,3.87,247.47,1.00,0,0,0.01
2025-03-20 08:33:00,12.88,69.38,3.87,257.67,1.00,0,0,0.01
2025-03-20 08:38:00,12.18,69.43,3.87,243.67,1.00,0,0,0.01
2025-03-20 08:43:00,13.05,69.37,3.87,261.07,1.00,0,0,0.02
2025-03-20 08:48:00,12.53,68.67,3.83,250.67,1.00,0,0,0.03
2025-03-20 08:53:00,12.51,69.01,3.85,250.13,1.00,0,0,0.08
2025-03-20 08:58:00,12.67,67.88,3.79,253.33,1.00,0,0,0.03
2025-03-20 09:03:00,12.92,69.27,3.87,258.47,1.00,0,0,0.04
2025-03-20 09:08:00,12.39,67.92,3.79,247.87,1.00,0,0,0.07
2025-03-20 09:13:00,12.28,68.97,3.85,245.53,1.00,0,0,0.00
2025-03-20 09:18:00,11.99,68.38,3.82,239.80,1.00,0,0,0.01
2025-03-20 09:23:00,11.38,67.18,3.75,227.53,1.00,0,0,0.02
2025-03-20 09:28:00,12.09,66.57,3.71,241.87,1.00,0,0,0.01
2025-03-20 09:33:00,11.66,67.41,3.76,233.27,1.00,0,0,0.00
2025-03-20 09:38:00,11.83,66.17,3.69,236.67,1.00,0,0,0.05
2025-03-20 09:43:00,12.56,67.68,3.78,251.20,1.00,0,0,0.01
2025-03-20 09:48:00,12.13,67.09,3.74,242.60,1.00,0,0,0.01
2025-03-20 09:53:00,11.79,67.35,3.76,235.80,1.00,0,0,0.01
2025-03-20 09:58:00,11.83,66.55,3.71,236.67,1.00,0,0,0.00
2025-03-20 10:03:00,12.16,67.96,3.79,243.20,1.00,0,0,0.03
2025-03-20 10:08:00,12.07,67.73,3.78,241.33,1.00,0,0,0.01
2025-03-20 10:13:00,12.51,67.50,3.77,250.13,1.00,0,0,0.01
2025-03-20 10:18:00,12.65,68.63,3.83,253.00,1.00,0,0,0.01
2025-03-20 10:23:00,12.02,68.03,3.80,240.40,1.00,0,0,0.01
2025-03-20 10:28:00,12.03,68.16,3.80,240.60,1.00,0,0,0.01
2025-03-20 10:33:00,12.22,67.63,3.77,244.40,1.00,0,0,0.01
2025-03-20 10:38:00,11.65,67.02,3.74,233.07,1.00,0,0,0.02
2025-03-20 10:43:00,12.25,67.38,3.76,245.07,1.00,0,0,0.03
2025-03-20 10:48:00,12.75,67.80,3.78,254.93,1.00,0,0,0.01
2025-03-20 10:53:00,12.33,68.29,3.81,246.60,1.00,0,0,0.01
2025-03-20 10:58:00,15.29,68.36,3.81,305.87,1.00,0,0,0.03
2025-03-20 11:03:00,14.08,68.70,3.83,281.60,1.00,0,0,0.01
2025-03-20 11:08:00,13.55,68.25,3.81,271.00,1.00,0,0,0.00
2025-03-20 11:13:00,13.56,68.53,3.82,271.20,1.00,0,0,0.01
2025-03-20 11:18:00,13.91,68.62,3.83,278.20,1.00,0,0,0.01
2025-03-20 11:23:00,13.53,68.88,3.84,270.60,1.00,0,0,0.02
2025-03-20 11:28:00,12.85,68.46,3.82,257.07,1.00,0,0,0.02
2025-03-20 11:33:00,13.20,67.77,3.78,263.93,1.00,0,0,0.01
2025-03-20 11:38:00,12.54,68.17,3.80,250.73,1.00,0,0,0.01
2025-03-20 11:43:00,13.25,68.04,3.80,265.00,1.00,0,0,0.01
2025-03-20 11:48:00,12.94,67.78,3.78,258.87,1.00,0,0,0.01
2025-03-20 11:53:00,13.46,68.46,3.82,269.20,1.00,0,0,0.01
2025-03-20 11:58:00,13.32,67.24,3.75,266.47,1.00,0,0,0.01
2025-03-20 12:03:00,13.69,66.23,3.70,273.87,1.00,0,0,0.01
2025-03-20 12:08:00,13.07,66.88,3.73,261.33,1.00,0,0,0.01
2025-03-20 12:13:00,13.54,66.11,3.69,270.87,1.00,0,0,0.01
2025-03-20 12:18:00,13.38,66.73,3.72,267.67,1.00,0,0,0.00
2025-03-20 12:23:00,13.03,65.51,3.66,260.60,1.00,0,0,0.01
2025-03-20 12:28:00,13.38,64.77,3.61,267.67,1.00,0,0,0.00
2025-03-20 12:33:00,13.20,64.19,3.58,264.00,1.00,0,0,0.01
2025-03-20 12:38:00,12.30,65.40,3.65,246.07,1.00,0,0,0.02
2025-03-20 12:43:00,12.91,64.64,3.61,258.27,1.00,0,0,0.02
2025-03-20 12:48:00,12.57,65.31,3.64,251.47,1.00,0,0,0.01
2025-03-20 12:53:00,12.29,64.96,3.62,245.73,1.00,0,0,0.01
2025-03-20 12:58:00,12.90,64.16,3.58,257.93,1.00,0,0,0.02
2025-03-20 13:03:00,13.80,64.80,3.62,276.00,1.00,0,0,0.00
2025-03-20 13:08:00,13.42,64.52,3.60,268.47,1.00,0,0,0.02
2025-03-20 13:13:00,13.46,63.55,3.55,269.20,1.00,0,0,0.01
2025-03-20 13:18:00,13.56,64.11,3.58,271.20,1.00,0,0,0.01
2025-03-20 13:23:00,13.29,63.19,3.53,265.87,1.00,0,0,0.01
2025-03-20 13:28:00,12.93,65.50,3.65,258.67,1.00,0,0,0.01
2025-03-20 13:33:00,13.11,66.17,3.69,262.20,1.00,0,0,0.01
2025-03-20 13:38:00,12.43,65.60,3.66,248.67,1.00,0,0,0.02
2025-03-20 13:43:00,12.29,64.02,3.57,245.87,1.00,0,0,0.04
2025-03-20 13:48:00,13.20,63.08,3.52,263.93,1.00,0,0,0.00
2025-03-20 13:53:00,24.38,79.51,4.44,487.60,1.00,0,0,0.01
2025-03-20 13:58:00,13.67,77.29,4.31,273.47,1.00,0,0,0.01
2025-03-20 14:03:00,12.87,71.25,3.98,257.47,1.00,0,0,0.01
2025-03-20 14:08:00,12.93,67.17,3.75,258.53,1.00,0,0,0.01
2025-03-20 14:13:00,13.40,61.33,3.42,267.93,1.00,0,0,0.00
2025-03-20 14:18:00,13.38,59.71,3.33,267.60,1.00,0,0,0.01
2025-03-20 14:23:00,12.73,59.66,3.33,254.53,1.00,0,0,0.01
2025-03-20 14:28:00,13.78,59.19,3.30,275.60,1.00,0,0,0.03
2025-03-20 14:33:00,13.11,59.55,3.32,262.13,1.00,0,0,0.01
2025-03-20 14:38:00,13.13,60.49,3.38,262.67,1.00,0,0,0.01
2025-03-20 14:43:00,12.96,61.88,3.45,259.13,1.00,0,0,0.05
2025-03-20 14:48:00,12.37,61.22,3.42,247.47,1.00,0,0,0.01
2025-03-20 14:53:00,13.11,59.97,3.35,262.13,1.00,0,0,0.06
2025-03-20 14:58:00,13.15,59.65,3.33,263.07,1.00,0,0,0.05
2025-03-20 15:03:00,13.19,59.82,3.34,263.87,1.00,0,0,0.06
2025-03-20 15:08:00,13.12,59.30,3.31,262.47,1.00,0,0,0.07
2025-03-20 15:13:00,13.13,58.52,3.27,262.67,1.00,0,0,0.09
2025-03-20 15:18:00,13.37,59.45,3.32,267.33,1.00,0,0,0.03
2025-03-20 15:23:00,12.76,58.23,3.25,255.27,1.00,0,0,0.00
2025-03-20 15:28:00,12.65,58.14,3.24,252.93,1.00,0,0,0.04
2025-03-20 15:33:00,12.98,58.39,3.26,259.60,1.00,0,0,0.02
2025-03-20 15:38:00,12.88,58.93,3.29,257.53,1.00,0,0,0.03
2025-03-20 15:43:00,12.60,58.36,3.26,252.07,1.00,0,0,0.02
2025-03-20 15:48:00,12.60,57.53,3.21,252.07,1.00,0,0,0.02
2025-03-20 15:53:00,12.60,56.87,3.17,252.00,1.00,0,0,0.04
2025-03-20 15:58:00,13.57,57.10,3.19,271.40,1.00,0,0,0.04
2025-03-20 16:03:00,13.12,56.48,3.15,262.47,1.00,0,0,0.00
2025-03-20 16:08:00,13.09,56.26,3.14,261.80,1.00,0,0,0.02
2025-03-20 16:13:00,13.98,56.34,3.14,279.60,1.00,0,0,0.01
2025-03-20 16:18:00,13.71,56.73,3.17,274.20,1.00,0,0,0.02
2025-03-20 16:23:00,12.87,56.52,3.15,257.40,1.00,0,0,0.02
2025-03-20 16:28:00,13.19,56.44,3.15,263.80,1.00,0,0,0.03
2025-03-20 16:33:00,13.34,56.10,3.13,266.80,1.00,0,0,0.01
2025-03-20 16:38:00,13.56,55.39,3.09,271.13,1.00,0,0,0.01
2025-03-20 16:43:00,12.60,56.35,3.14,252.07,1.00,0,0,0.00
2025-03-20 16:48:00,13.20,55.24,3.08,264.07,1.00,0,0,0.01
2025-03-20 16:53:00,12.93,55.27,3.08,258.53,1.00,0,0,0.02
2025-03-20 16:58:00,12.85,54.34,3.03,257.07,1.00,0,0,0.08
2025-03-20 17:03:00,13.43,55.67,3.11,268.53,1.00,0,0,0.01
2025-03-20 17:08:00,12.41,55.36,3.09,248.20,1.00,0,0,0.01
2025-03-20 17:13:00,13.00,55.04,3.07,259.93,1.00,0,0,0.01
2025-03-20 17:18:00,13.03,54.80,3.06,260.67,1.00,0,0,0.01
2025-03-20 17:23:00,12.77,54.62,3.05,255.47,1.00,0,0,0.01
2025-03-20 17:28:00,13.00,54.94,3.07,259.93,1.00,0,0,0.03
2025-03-20 17:33:00,12.52,54.37,3.03,250.47,1.00,0,0,0.01
2025-03-20 17:38:00,12.90,53.85,3.01,257.93,1.00,0,0,0.04
2025-03-20 17:43:00,12.92,53.94,3.01,258.40,1.00,0,0,0.01
2025-03-20 17:48:00,12.56,54.60,3.05,251.20,1.00,0,0,0.02
2025-03-20 17:53:00,13.29,53.32,2.98,265.73,1.00,0,0,0.01
2025-03-20 17:58:00,14.20,53.61,2.99,284.07,1.00,0,0,0.03
2025-03-20 18:03:00,14.25,54.89,3.06,285.00,1.00,0,0,0.01
2025-03-20 18:08:00,13.68,54.22,3.03,273.60,1.00,0,0,0.03
2025-03-20 18:13:00,13.18,54.43,3.04,263.53,1.00,0,0,0.04
2025-03-20 18:18:00,13.18,54.61,3.05,263.53,1.00,0,0,0.01
2025-03-20 18:23:00,13.79,54.65,3.05,275.73,1.00,0,0,0.01
2025-03-20 18:28:00,14.38,54.04,3.02,287.67,1.00,0,0,0.01
2025-03-20 18:33:00,15.59,52.69,2.94,311.73,1.00,0,0,0.01
2025-03-20 18:38:00,14.21,53.31,2.97,284.13,1.00,0,0,0.02
2025-03-20 18:43:00,14.72,53.91,3.01,294.47,1.00,0,0,0.00
2025-03-20 18:48:00,14.65,53.87,3.01,292.93,1.00,0,0,0.01
2025-03-20 18:53:00,14.49,53.63,2.99,289.80,1.00,0,0,0.01
2025-03-20 18:58:00,14.70,52.98,2.96,294.07,1.00,0,0,0.01
2025-03-20 19:03:00,13.87,52.83,2.95,277.33,1.00,0,0,0.00
2025-03-20 19:08:00,13.96,54.20,3.02,279.20,1.00,0,0,0.01
2025-03-20 19:13:00,13.42,53.19,2.97,268.40,1.00,0,0,0.00
2025-03-20 19:18:00,12.80,54.62,3.05,255.93,1.00,0,0,0.01
2025-03-20 19:23:00,12.52,54.24,3.03,250.47,1.00,0,0,0.00
2025-03-20 19:28:00,13.20,53.04,2.96,263.93,1.00,0,0,0.03
2025-03-20 19:33:00,13.21,54.21,3.03,264.13,1.00,0,0,0.01
2025-03-20 19:38:00,12.83,53.38,2.98,256.53,1.00,0,0,0.01
2025-03-20 19:43:00,12.51,53.17,2.97,250.27,1.00,0,0,0.01
2025-03-20 19:48:00,12.86,53.03,2.96,257.13,1.00,0,0,0.01
2025-03-20 19:53:00,13.32,52.58,2.93,266.47,1.00,0,0,0.01
2025-03-20 19:58:00,12.84,52.77,2.94,256.73,1.00,0,0,0.02
2025-03-20 20:03:00,13.09,52.54,2.93,261.73,1.00,0,0,0.01
2025-03-20 20:08:00,12.40,53.38,2.98,247.93,1.00,0,0,0.03
2025-03-20 20:13:00,12.74,53.37,2.98,254.80,1.00,0,0,0.01
2025-03-20 20:18:00,13.02,53.23,2.97,260.40,1.00,0,0,0.02
2025-03-20 20:23:00,12.44,52.82,2.95,248.80,1.00,0,0,0.01
2025-03-20 20:28:00,12.20,53.11,2.96,243.93,1.00,0,0,0.02
2025-03-20 20:33:00,12.96,52.12,2.91,259.13,1.00,0,0,0.01
2025-03-20 20:38:00,12.39,52.42,2.93,247.73,1.00,0,0,0.02
2025-03-20 20:43:00,12.66,52.12,2.91,253.13,1.00,0,0,0.04
2025-03-20 20:48:00,13.26,53.56,2.99,265.13,1.00,0,0,0.01
2025-03-20 20:53:00,12.66,53.85,3.00,253.13,1.00,0,0,0.01
2025-03-20 20:58:00,12.70,53.61,2.99,254.07,1.00,0,0,0.05
2025-03-20 21:03:00,13.41,53.65,2.99,268.20,1.00,0,0,0.02
2025-03-20 21:08:00,12.25,53.24,2.97,244.93,1.00,0,0,0.03
2025-03-20 21:13:00,12.86,52.85,2.95,257.13,1.00,0,0,0.01
2025-03-20 21:18:00,12.49,53.09,2.96,249.80,1.00,0,0,0.01
2025-03-20 21:23:00,12.28,53.37,2.98,245.53,1.00,0,0,0.01
2025-03-20 21:28:00,12.70,52.70,2.94,254.00,1.00,0,0,0.01
2025-03-20 21:33:00,12.71,51.59,2.88,254.20,1.00,0,0,0.02
2025-03-20 21:38:00,12.62,52.54,2.93,252.47,1.00,0,0,0.00
2025-03-20 21:43:00,12.61,52.00,2.90,252.20,1.00,0,0,0.02
2025-03-20 21:48:00,12.14,52.45,2.93,242.73,1.00,0,0,0.02
2025-03-20 21:53:00,12.44,52.71,2.94,248.73,1.00,0,0,0.01
2025-03-20 21:58:00,12.72,51.87,2.89,254.40,1.00,0,0,0.02
2025-03-20 22:03:00,12.90,52.59,2.93,258.07,1.00,0,0,0.02
2025-03-20 22:08:00,13.58,51.92,2.90,271.60,1.00,0,0,0.02
2025-03-20 22:13:00,13.38,51.41,2.87,267.67,1.00,0,0,0.01
2025-03-20 22:18:00,15.92,46.09,2.57,318.40,1.00,0,0,0.04
2025-03-20 22:23:00,15.34,48.65,2.71,306.80,1.00,0,0,0.08
2025-03-20 22:28:00,15.41,46.60,2.60,308.13,1.00,0,0,0.02
2025-03-20 22:33:00,14.81,48.82,2.72,296.27,1.00,0,0,0.04
2025-03-20 22:38:00,14.66,51.51,2.87,293.13,1.00,0,0,0.02
2025-03-20 22:43:00,15.01,50.07,2.79,300.20,1.00,0,0,0.01
2025-03-20 22:48:00,14.59,52.81,2.95,291.80,1.00,0,0,0.03
2025-03-20 22:53:00,14.50,51.89,2.90,289.93,1.00,0,0,0.01
2025-03-20 22:58:00,14.60,45.34,2.53,292.00,1.00,0,0,0.04
2025-03-20 23:03:00,15.09,47.70,2.66,301.80,1.00,0,0,0.03
2025-03-20 23:08:00,14.49,45.58,2.54,289.87,1.00,0,0,0.17
2025-03-20 23:13:00,12.76,47.90,2.67,255.13,1.00,0,0,0.01
2025-03-20 23:18:00,12.33,49.30,2.75,246.53,1.00,0,0,0.01
2025-03-20 23:23:00,11.81,49.72,2.77,236.20,1.00,0,0,0.02
2025-03-20 23:28:00,13.06,50.11,2.80,261.20,1.00,0,0,0.01
2025-03-20 23:33:00,12.71,50.51,2.82,254.20,1.00,0,0,0.01
2025-03-20 23:38:00,13.28,51.53,2.88,265.60,1.00,0,0,0.01
2025-03-20 23:43:00,12.76,51.31,2.86,255.13,1.00,0,0,0.02
2025-03-20 23:48:00,11.86,52.20,2.91,237.13,1.00,0,0,0.01
2025-03-20 23:53:00,12.66,51.56,2.88,253.20,1.00,0,0,0.01
2025-03-20 23:58:00,13.18,50.78,2.83,263.60,1.00,0,0,0.02
2025-03-21 00:03:00,13.03,50.35,2.81,260.67,1.00,0,0,0.01
2025-03-21 00:08:00,11.56,50.90,2.84,231.13,1.00,0,0,0.00
2025-03-21 00:13:00,13.33,50.62,2.82,266.60,1.00,0,0,0.02
2025-03-21 00:18:00,12.55,50.99,2.85,250.93,1.00,0,0,0.02
2025-03-21 00:23:00,12.69,50.69,2.83,253.80,1.00,0,0,0.01
2025-03-21 00:28:00,12.20,50.44,2.81,243.93,1.00,0,0,0.02
2025-03-21 00:33:00,11.80,50.65,2.83,236.07,1.00,0,0,0.01
2025-03-21 00:38:00,12.05,51.03,2.85,241.00,1.00,0,0,0.03
2025-03-21 00:43:00,12.52,51.02,2.85,250.47,1.00,0,0,0.01
2025-03-21 00:48:00,12.26,50.52,2.82,245.20,1.00,0,0,0.02
2025-03-21 00:53:00,11.91,49.59,2.77,238.13,1.00,0,0,0.02
2025-03-21 00:58:00,12.31,49.78,2.78,246.13,1.00,0,0,0.00
2025-03-21 01:03:00,12.35,50.48,2.82,247.00,1.00,0,0,0.02
2025-03-21 01:08:00,11.81,50.83,2.84,236.20,1.00,0,0,0.02
2025-03-21 01:13:00,11.97,49.60,2.77,239.40,1.00,0,0,0.01
2025-03-21 01:18:00,12.36,49.49,2.76,247.27,1.00,0,0,0.01
2025-03-21 01:23:00,12.03,49.51,2.76,240.67,1.00,0,0,0.01
2025-03-21 01:28:00,11.77,50.46,2.82,235.40,1.00,0,0,0.01
2025-03-21 01:33:00,12.13,49.75,2.78,242.53,1.00,0,0,0.03
2025-03-21 01:38:00,12.27,50.11,2.80,245.33,1.00,0,0,0.01
2025-03-21 01:43:00,12.39,49.79,2.78,247.87,1.00,0,0,0.01
2025-03-21 01:48:00,12.71,49.55,2.76,254.27,1.00,0,0,0.01
2025-03-21 01:53:00,12.35,49.76,2.78,246.93,1.00,0,0,0.01
2025-03-21 01:58:00,12.24,49.35,2.75,244.87,1.00,0,0,0.02
2025-03-21 02:03:00,12.82,49.18,2.74,256.33,1.00,0,0,0.02
2025-03-21 02:08:00,12.63,50.07,2.79,252.53,1.00,0,0,0.01
2025-03-21 02:13:00,12.50,48.99,2.73,250.07,1.00,0,0,0.01
