Time,CpuPercentage,MemoryPercentage,DiskQueueLength,HttpQueueLength,BytesReceived,BytesSent
2025-03-21 16:55:00,25.00,71.20,0,0,899.00,973.00
2025-03-21 17:00:00,29.00,71.60,0,0,899.00,973.00
2025-03-21 17:05:00,24.80,72.00,0,0,899.00,973.00
2025-03-21 17:10:00,26.80,72.00,0,0,899.00,973.00
2025-03-21 17:15:00,27.60,71.80,0,0,899.00,973.00
2025-03-21 17:20:00,26.60,71.20,0,0,899.00,973.00
2025-03-21 17:25:00,26.00,71.60,0,0,899.00,973.00
2025-03-21 17:30:00,27.60,72.20,0,0,899.00,973.00
2025-03-21 17:35:00,26.40,71.40,0,0,899.00,973.00
2025-03-21 17:40:00,27.80,72.20,0,0,899.00,973.00
2025-03-21 17:45:00,27.20,71.80,0,0,899.00,973.00
2025-03-21 17:50:00,25.80,71.00,0,0,897.00,973.00
2025-03-21 17:55:00,26.60,71.80,0,0,897.00,973.00
2025-03-21 18:00:00,28.60,72.00,0,0,897.00,973.00
2025-03-21 18:05:00,25.40,72.00,0,0,897.00,973.00
2025-03-21 18:10:00,26.00,71.40,0,0,897.00,973.00
2025-03-21 18:15:00,26.80,72.60,0,0,897.00,973.00
2025-03-21 18:20:00,26.80,71.60,0,0,897.00,973.00
2025-03-21 18:25:00,26.00,71.60,0,0,897.00,973.00
2025-03-21 18:30:00,27.40,72.60,0,0,897.00,973.00
2025-03-21 18:35:00,26.60,71.00,0,0,897.00,973.00
2025-03-21 18:40:00,28.00,71.60,0,0,897.00,973.00
2025-03-21 18:45:00,25.60,71.20,0,0,897.00,973.00
2025-03-21 18:50:00,26.80,71.20,0,0,899.00,973.00
2025-03-21 18:55:00,27.20,71.60,0,0,899.00,973.00
2025-03-21 19:00:00,28.80,71.60,0,0,899.00,973.00
2025-03-21 19:05:00,26.40,71.40,0,0,899.00,973.00
2025-03-21 19:10:00,26.00,71.80,0,0,899.00,973.00
2025-03-21 19:15:00,27.20,72.40,0,0,899.00,973.00
2025-03-21 19:20:00,27.40,72.40,0,0,899.00,973.00
2025-03-21 19:25:00,26.20,72.00,0,0,1791.50,1941.00
2025-03-21 19:30:00,27.60,72.20,0,0,899.00,973.00
2025-03-21 19:35:00,25.80,72.60,0,0,899.00,973.00
2025-03-21 19:40:00,25.60,73.00,0,0,899.00,973.00
2025-03-21 19:45:00,27.00,73.60,0,0,899.00,973.00
2025-03-21 19:50:00,25.40,72.80,0,0,899.00,973.00
2025-03-21 19:55:00,26.80,71.80,0,0,899.00,973.00
2025-03-21 20:00:00,28.60,71.80,0,0,899.00,973.00
2025-03-21 20:05:00,26.00,71.40,0,0,899.00,973.00
2025-03-21 20:10:00,25.80,71.40,0,0,899.00,973.00
2025-03-21 20:15:00,26.60,72.00,0,0,899.00,973.00
2025-03-21 20:20:00,27.00,71.40,0,0,899.00,973.00
2025-03-21 20:25:00,25.40,72.00,0,0,899.00,973.00
2025-03-21 20:30:00,27.20,71.40,0,0,899.00,973.00
2025-03-21 20:35:00,25.80,71.60,0,0,899.00,973.00
2025-03-21 20:40:00,26.40,71.20,0,0,897.00,973.00
2025-03-21 20:45:00,27.00,71.60,0,0,897.00,973.00
2025-03-21 20:50:00,26.80,71.80,0,0,897.00,973.00
2025-03-21 20:55:00,27.40,72.00,0,0,897.00,973.00
2025-03-21 21:00:00,29.20,71.60,0,0,897.00,973.00
2025-03-21 21:05:00,26.60,71.60,0,0,897.00,973.00
2025-03-21 21:10:00,27.40,72.00,0,0,897.00,973.00
2025-03-21 21:15:00,29.40,72.40,0,0,897.00,973.00
2025-03-21 21:20:00,28.40,72.00,0,0,897.00,973.00
2025-03-21 21:25:00,26.20,72.40,0,0,897.00,973.00
2025-03-21 21:30:00,27.60,72.00,0,0,897.00,973.00
2025-03-21 21:35:00,28.00,71.00,0,0,899.00,973.00
2025-03-21 21:40:00,29.00,71.60,0,0,899.00,973.00
2025-03-21 21:45:00,27.20,71.40,0,0,899.00,973.00
2025-03-21 21:50:00,28.20,72.40,0,0,899.00,973.00
2025-03-21 21:55:00,27.60,72.40,0,0,899.00,973.00
2025-03-21 22:00:00,30.00,73.20,0,0,899.00,973.00
2025-03-21 22:05:00,28.20,71.60,0,0,899.00,973.00
2025-03-21 22:10:00,27.20,71.40,0,0,899.00,973.00
2025-03-21 22:15:00,39.20,70.20,0,0,897.00,973.00
2025-03-21 22:20:00,46.40,66.60,0,0,897.00,973.00
2025-03-21 22:25:00,46.80,67.80,0,0,897.00,973.00
2025-03-21 22:30:00,49.60,70.80,0,0,899.00,973.00
2025-03-21 22:35:00,45.20,68.80,0,0,899.00,973.00
2025-03-21 22:40:00,45.00,69.40,0,0,899.00,973.00
2025-03-21 22:45:00,46.20,70.00,0,0,899.00,973.00
2025-03-21 22:50:00,46.40,71.20,0,0,897.00,973.00
2025-03-21 22:55:00,46.60,70.00,0,0,897.00,973.00
2025-03-21 23:00:00,48.00,63.60,0,0,897.00,973.00
2025-03-21 23:05:00,45.60,63.80,0,0,899.00,973.00
2025-03-21 23:10:00,43.40,61.60,0,0,899.00,973.00
2025-03-21 23:15:00,28.80,63.20,0,0,899.00,973.00
2025-03-21 23:20:00,26.20,64.20,0,0,899.00,973.00
2025-03-21 23:25:00,25.60,65.00,0,0,899.00,973.00
2025-03-21 23:30:00,27.00,65.80,0,0,899.00,973.00
2025-03-21 23:35:00,26.60,65.80,0,0,899.00,973.00
2025-03-21 23:40:00,25.60,65.80,0,0,897.00,973.00
2025-03-21 23:45:00,27.00,66.60,0,0,897.00,973.00
2025-03-21 23:50:00,25.60,67.40,0,0,897.00,973.00
2025-03-21 23:55:00,28.60,67.40,0,0,899.00,973.00
2025-03-22 00:00:00,27.60,67.60,0,0,899.00,973.00
2025-03-22 00:05:00,26.40,67.80,0,0,899.00,973.00
2025-03-22 00:10:00,24.80,68.80,0,0,899.00,973.00
2025-03-22 00:15:00,26.80,68.80,0,0,899.00,973.00
2025-03-22 00:20:00,26.60,67.60,0,0,899.00,973.00
2025-03-22 00:25:00,27.00,67.60,0,0,897.00,973.00
2025-03-22 00:30:00,26.40,68.00,0,0,897.00,973.00
2025-03-22 00:35:00,27.00,67.80,0,0,897.00,973.00
2025-03-22 00:40:00,26.20,67.20,0,0,899.00,973.00
2025-03-22 00:45:00,27.40,68.00,0,0,899.00,973.00
2025-03-22 00:50:00,26.60,68.40,0,0,899.00,973.00
2025-03-22 00:55:00,27.40,68.40,0,0,899.00,973.00
2025-03-22 01:00:00,28.60,69.40,0,0,899.00,973.00
2025-03-22 01:05:00,26.80,69.20,0,0,897.00,973.00
2025-03-22 01:10:00,25.80,70.00,0,0,897.00,973.00
2025-03-22 01:15:00,29.80,68.60,0,0,897.00,973.00
2025-03-22 01:20:00,25.80,68.20,0,0,899.00,973.00
2025-03-22 01:25:00,27.60,68.60,0,0,899.00,973.00
2025-03-22 01:30:00,26.80,69.20,0,0,899.00,973.00
2025-03-22 01:35:00,27.60,69.00,0,0,899.00,973.00
2025-03-22 01:40:00,27.60,69.20,0,0,899.00,973.00
2025-03-22 01:45:00,27.80,69.00,0,0,897.00,973.00
2025-03-22 01:50:00,26.00,69.60,0,0,897.00,973.00
2025-03-22 01:55:00,28.00,69.60,0,0,897.00,973.00
2025-03-22 02:00:00,28.00,70.20,0,0,897.00,973.00
2025-03-22 02:05:00,26.40,70.60,0,0,899.00,973.00
2025-03-22 02:10:00,25.40,69.60,0,0,899.00,973.00
2025-03-22 02:15:00,27.80,70.00,0,0,899.00,973.00
2025-03-22 02:20:00,26.80,70.20,0,0,897.00,973.00
2025-03-22 02:25:00,27.20,70.00,0,0,897.00,973.00
2025-03-22 02:30:00,27.60,70.20,0,0,897.00,973.00
2025-03-22 02:35:00,28.20,70.00,0,0,897.00,973.00
2025-03-22 02:40:00,26.00,70.00,0,0,897.00,973.00
2025-03-22 02:45:00,27.40,70.20,0,0,899.00,973.00
2025-03-22 02:50:00,25.80,70.60,0,0,899.00,973.00
2025-03-22 02:55:00,27.80,69.40,0,0,899.00,973.00
2025-03-22 03:00:00,28.00,69.80,0,0,899.00,973.00
2025-03-22 03:05:00,26.80,70.20,0,0,899.00,973.00
2025-03-22 03:10:00,25.80,70.60,0,0,899.00,973.00
2025-03-22 03:15:00,28.60,69.80,0,0,899.00,973.00
2025-03-22 03:20:00,26.00,69.40,0,0,899.00,973.00
2025-03-22 03:25:00,26.40,69.60,0,0,897.00,973.00
2025-03-22 03:30:00,25.80,69.60,0,0,897.00,973.00
2025-03-22 03:35:00,27.20,71.00,0,0,897.00,973.00
2025-03-22 03:40:00,25.80,70.40,0,0,897.00,973.00
2025-03-22 03:45:00,27.20,70.20,0,0,899.00,973.00
2025-03-22 03:50:00,25.00,70.80,0,0,899.00,973.00
2025-03-22 03:55:00,26.40,69.40,0,0,899.00,973.00
2025-03-22 04:00:00,27.60,70.20,0,0,899.00,973.00
2025-03-22 04:05:00,28.60,70.40,0,0,899.00,973.00
2025-03-22 04:10:00,26.60,69.20,0,0,899.00,973.00
2025-03-22 04:15:00,27.40,68.20,0,0,897.00,973.00
2025-03-22 04:20:00,26.40,68.80,0,0,897.00,973.00
2025-03-22 04:25:00,25.40,68.00,0,0,897.00,973.00
2025-03-22 04:30:00,27.00,68.20,0,0,897.00,973.00
2025-03-22 04:35:00,27.80,68.00,0,0,899.00,973.00
2025-03-22 04:40:00,25.40,68.00,0,0,899.00,973.00
2025-03-22 04:45:00,28.00,69.00,0,0,899.00,973.00
2025-03-22 04:50:00,25.20,68.80,0,0,899.00,973.00
2025-03-22 04:55:00,28.00,68.40,0,0,899.00,973.00
2025-03-22 05:00:00,27.80,68.60,0,0,899.00,973.00
2025-03-22 05:05:00,27.20,67.80,0,0,897.00,973.00
2025-03-22 05:10:00,26.60,68.80,0,0,897.00,973.00
2025-03-22 05:15:00,29.00,68.80,0,0,897.00,973.00
2025-03-22 05:20:00,26.40,68.20,0,0,897.00,973.00
2025-03-22 05:25:00,27.20,69.00,0,0,899.00,973.00
2025-03-22 05:30:00,26.60,69.00,0,0,899.00,973.00
2025-03-22 05:35:00,26.80,69.20,0,0,899.00,973.00
2025-03-22 05:40:00,26.40,68.80,0,0,899.00,973.00
2025-03-22 05:45:00,26.00,68.80,0,0,899.00,973.00
2025-03-22 05:50:00,25.60,68.60,0,0,899.00,973.00
2025-03-22 05:55:00,27.00,69.20,0,0,897.00,973.00
2025-03-22 06:00:00,27.80,68.80,0,0,897.00,973.00
2025-03-22 06:05:00,28.40,69.60,0,0,897.00,973.00
2025-03-22 06:10:00,24.60,68.80,0,0,897.00,973.00
2025-03-22 06:15:00,27.40,69.60,0,0,899.00,973.00
2025-03-22 06:20:00,25.80,69.40,0,0,899.00,973.00
2025-03-22 06:25:00,26.00,69.60,0,0,899.00,973.00
2025-03-22 06:30:00,29.60,70.00,0,0,899.00,973.00
2025-03-22 06:35:00,26.60,69.80,0,0,899.00,973.00
2025-03-22 06:40:00,25.20,69.60,0,0,897.00,973.00
2025-03-22 06:45:00,27.60,69.60,0,0,897.00,973.00
2025-03-22 06:50:00,24.60,69.60,0,0,2435.00,2427.50
2025-03-22 06:55:00,26.40,69.80,0,0,899.00,973.00
2025-03-22 07:00:00,27.80,68.60,0,0,899.00,973.00
2025-03-22 07:05:00,26.20,69.60,0,0,899.00,973.00
2025-03-22 07:10:00,25.80,70.60,0,0,899.00,973.00
2025-03-22 07:15:00,26.60,69.40,0,0,899.00,973.00
2025-03-22 07:20:00,27.20,70.00,0,0,897.00,973.00
2025-03-22 07:25:00,26.20,70.60,0,0,897.00,973.00
2025-03-22 07:30:00,25.20,70.80,0,0,897.00,973.00
2025-03-22 07:35:00,25.00,69.00,0,0,897.00,973.00
2025-03-22 07:40:00,24.80,69.80,0,0,899.00,973.00
2025-03-22 07:45:00,26.00,70.00,0,0,899.00,973.00
2025-03-22 07:50:00,25.20,70.00,0,0,899.00,973.00
2025-03-22 07:55:00,25.60,70.20,0,0,899.00,973.00
2025-03-22 08:00:00,27.20,70.60,0,0,899.00,973.00
2025-03-22 08:05:00,25.40,70.80,0,0,897.00,973.00
2025-03-22 08:10:00,25.60,70.80,0,0,897.00,973.00
2025-03-22 08:15:00,26.60,71.40,0,0,897.00,973.00
2025-03-22 08:20:00,24.80,72.00,0,0,897.00,973.00
2025-03-22 08:25:00,26.20,71.60,0,0,899.00,973.00
2025-03-22 08:30:00,24.20,71.20,0,0,899.00,973.00
2025-03-22 08:35:00,25.40,70.60,0,0,899.00,973.00
2025-03-22 08:40:00,25.20,70.80,0,0,899.00,973.00
2025-03-22 08:45:00,25.60,71.40,0,0,899.00,973.00
2025-03-22 08:50:00,25.00,71.40,0,0,897.00,973.00
2025-03-22 08:55:00,26.40,71.20,0,0,897.00,973.00
2025-03-22 09:00:00,27.00,71.80,0,0,897.00,973.00
2025-03-22 09:05:00,25.20,71.00,0,0,899.00,973.00
2025-03-22 09:10:00,25.20,71.40,0,0,899.00,973.00
2025-03-22 09:15:00,27.40,71.20,0,0,899.00,973.00
2025-03-22 09:20:00,25.00,71.20,0,0,899.00,973.00
2025-03-22 09:25:00,24.00,71.00,0,0,899.00,973.00
2025-03-22 09:30:00,25.00,71.00,0,0,897.00,973.00
2025-03-22 09:35:00,25.20,70.00,0,0,897.00,973.00
2025-03-22 09:40:00,25.60,70.80,0,0,897.00,973.00
2025-03-22 09:45:00,26.60,71.00,0,0,897.00,973.00
2025-03-22 09:50:00,25.00,70.60,0,0,899.00,973.00
2025-03-22 09:55:00,25.80,71.20,0,0,899.00,973.00
2025-03-22 10:00:00,26.20,71.20,0,0,899.00,973.00
2025-03-22 10:05:00,25.80,71.00,0,0,899.00,973.00
2025-03-22 10:10:00,26.00,71.40,0,0,899.00,973.00
2025-03-22 10:15:00,27.60,71.40,0,0,899.00,973.00
2025-03-22 10:20:00,52.00,62.60,0,0,897.00,973.00
2025-03-22 10:25:00,24.00,63.80,0,0,897.00,973.00
2025-03-22 10:30:00,24.80,65.00,0,0,897.00,973.00
2025-03-22 10:35:00,24.40,65.80,0,0,897.00,973.00
2025-03-22 10:40:00,24.40,66.80,0,0,899.00,973.00
2025-03-22 10:45:00,24.00,67.00,0,0,899.00,973.00
2025-03-22 10:50:00,24.40,67.00,0,0,899.00,973.00
2025-03-22 10:55:00,24.60,66.60,0,0,899.00,973.00
2025-03-22 11:00:00,25.00,67.40,0,0,899.00,973.00
2025-03-22 11:05:00,24.60,67.40,0,0,899.00,973.00
2025-03-22 11:10:00,24.20,66.80,0,0,899.00,973.00
2025-03-22 11:15:00,24.20,68.20,0,0,899.00,973.00
2025-03-22 11:20:00,37.40,67.20,0,0,899.00,973.00
2025-03-22 11:25:00,43.20,67.40,0,0,897.00,973.00
2025-03-22 11:30:00,43.60,68.40,0,0,897.00,973.00
2025-03-22 11:35:00,43.00,68.80,0,0,897.00,973.00
2025-03-22 11:40:00,43.00,69.80,0,0,899.00,973.00
2025-03-22 11:45:00,43.20,68.40,0,0,899.00,973.00
2025-03-22 11:50:00,43.00,63.00,0,0,899.00,973.00
2025-03-22 11:55:00,44.20,60.80,0,0,899.00,973.00
2025-03-22 12:00:00,41.60,62.60,0,0,899.00,0.00
2025-03-22 12:05:00,43.20,63.80,0,0,899.00,973.00
2025-03-22 12:10:00,45.20,60.60,0,0,899.00,973.00
2025-03-22 12:15:00,46.00,61.80,0,0,899.00,973.00
2025-03-22 12:20:00,29.80,65.80,0,0,897.00,973.00
2025-03-22 12:25:00,24.00,64.20,0,0,897.00,973.00
2025-03-22 12:30:00,26.00,65.40,0,0,897.00,973.00
2025-03-22 12:35:00,23.80,65.40,0,0,897.00,973.00
2025-03-22 12:40:00,25.80,66.20,0,0,899.00,973.00
2025-03-22 12:45:00,24.60,66.20,0,0,899.00,973.00
2025-03-22 12:50:00,24.60,66.00,0,0,899.00,973.00
2025-03-22 12:55:00,25.20,66.00,0,0,899.00,973.00
2025-03-22 13:00:00,26.40,67.20,0,0,899.00,973.00
2025-03-22 13:05:00,23.60,66.00,0,0,899.00,973.00
2025-03-22 13:10:00,24.40,66.80,0,0,899.00,973.00
2025-03-22 13:15:00,25.40,66.80,0,0,899.00,973.00
2025-03-22 13:20:00,26.00,67.00,0,0,899.00,973.00
2025-03-22 13:25:00,24.20,67.20,0,0,899.00,973.00
2025-03-22 13:30:00,26.00,67.20,0,0,899.00,973.00
2025-03-22 13:35:00,24.40,67.60,0,0,899.00,973.00
2025-03-22 13:40:00,25.60,67.20,0,0,899.00,973.00
2025-03-22 13:45:00,25.80,67.40,0,0,0.00,0.00
2025-03-22 13:50:00,25.80,67.00,0,0,897.00,973.00
2025-03-22 13:55:00,25.80,67.00,0,0,897.00,973.00
2025-03-22 14:00:00,25.20,67.00,0,0,897.00,973.00
2025-03-22 14:05:00,24.80,67.00,0,0,897.00,973.00
2025-03-22 14:10:00,24.40,67.00,0,0,897.00,973.00
2025-03-22 14:15:00,25.40,67.20,0,0,897.00,973.00
2025-03-22 14:20:00,26.00,67.20,0,0,897.00,973.00
2025-03-22 14:25:00,24.60,67.20,0,0,897.00,973.00
2025-03-22 14:30:00,26.60,67.40,0,0,899.00,973.00
2025-03-22 14:35:00,24.40,67.20,0,0,899.00,973.00
2025-03-22 14:40:00,26.00,68.00,0,0,899.00,973.00
2025-03-22 14:45:00,25.20,67.80,0,0,899.00,973.00
2025-03-22 14:50:00,24.80,68.00,0,0,899.00,973.00
2025-03-22 14:55:00,25.00,67.60,0,0,899.00,973.00
2025-03-22 15:00:00,26.40,67.40,0,0,899.00,973.00
2025-03-22 15:05:00,25.80,67.00,0,0,899.00,973.00
2025-03-22 15:10:00,24.20,67.00,0,0,899.00,973.00
2025-03-22 15:15:00,26.60,68.00,0,0,899.00,973.00
2025-03-22 15:20:00,26.40,68.20,0,0,899.00,973.00
2025-03-22 15:25:00,25.00,68.20,0,0,899.00,973.00
2025-03-22 15:30:00,26.00,68.20,0,0,899.00,973.00
2025-03-22 15:35:00,25.20,68.20,0,0,899.00,973.00
2025-03-22 15:40:00,24.60,67.20,0,0,899.00,973.00
2025-03-22 15:45:00,25.80,67.80,0,0,899.00,973.00
2025-03-22 15:50:00,25.00,70.40,0,0,899.00,973.00
2025-03-22 15:55:00,25.80,68.80,0,0,899.00,973.00
2025-03-22 16:00:00,26.00,67.00,0,0,899.00,973.00
2025-03-22 16:05:00,24.40,66.80,0,0,992.50,973.00
2025-03-22 16:10:00,26.00,67.60,0,0,899.00,973.00
2025-03-22 16:15:00,26.40,67.40,0,0,899.00,973.00
2025-03-22 16:20:00,27.00,67.40,0,0,899.00,973.00
2025-03-22 16:25:00,25.40,67.80,0,0,899.00,973.00
2025-03-22 16:30:00,24.80,68.40,0,0,899.00,973.00
2025-03-22 16:35:00,24.80,67.60,0,0,899.00,973.00
2025-03-22 16:40:00,25.40,68.20,0,0,899.00,973.00
2025-03-22 16:45:00,24.40,68.20,0,0,897.00,973.00
2025-03-22 16:50:00,24.40,68.00,0,0,897.00,973.00
2025-03-22 16:55:00,26.80,67.80,0,0,897.00,973.00
2025-03-22 17:00:00,27.00,67.40,0,0,897.00,973.00
2025-03-22 17:05:00,24.60,68.40,0,0,897.00,973.00
2025-03-22 17:10:00,24.60,67.80,0,0,897.00,973.00
2025-03-22 17:15:00,25.60,67.80,0,0,897.00,973.00
2025-03-22 17:20:00,26.60,68.20,0,0,897.00,973.00
2025-03-22 17:25:00,23.80,67.60,0,0,897.00,973.00
2025-03-22 17:30:00,25.80,68.00,0,0,897.00,973.00
2025-03-22 17:35:00,24.80,68.20,0,0,899.00,973.00
2025-03-22 17:40:00,24.00,68.20,0,0,899.00,973.00
2025-03-22 17:45:00,25.00,68.00,0,0,899.00,973.00
2025-03-22 17:50:00,25.00,68.40,0,0,899.00,973.00
2025-03-22 17:55:00,25.80,68.00,0,0,899.00,973.00
2025-03-22 18:00:00,25.80,67.00,0,0,899.00,973.00
2025-03-22 18:05:00,24.60,67.60,0,0,899.00,973.00
2025-03-22 18:10:00,24.60,67.60,0,0,899.00,973.00
2025-03-22 18:15:00,25.60,68.20,0,0,899.00,973.00
2025-03-22 18:20:00,25.40,68.20,0,0,899.00,973.00
2025-03-22 18:25:00,25.20,67.80,0,0,899.00,973.00
2025-03-22 18:30:00,25.40,68.00,0,0,899.00,973.00
2025-03-22 18:35:00,24.60,67.80,0,0,897.00,973.00
2025-03-22 18:40:00,24.40,68.00,0,0,897.00,973.00
2025-03-22 18:45:00,24.80,67.40,0,0,897.00,973.00
2025-03-22 18:50:00,25.00,67.80,0,0,897.00,973.00
2025-03-22 18:55:00,25.00,67.40,0,0,897.00,973.00
2025-03-22 19:00:00,26.60,67.80,0,0,897.00,973.00
2025-03-22 19:05:00,25.40,68.40,0,0,897.00,973.00
2025-03-22 19:10:00,24.20,67.60,0,0,897.00,973.00
2025-03-22 19:15:00,24.80,68.00,0,0,897.00,973.00
2025-03-22 19:20:00,38.40,68.40,0,0,897.00,973.00
2025-03-22 19:25:00,42.40,68.40,0,0,899.00,973.00
2025-03-22 19:30:00,43.60,68.60,0,0,899.00,973.00
2025-03-22 19:35:00,42.60,67.80,0,0,899.00,973.00
2025-03-22 19:40:00,43.40,68.20,0,0,899.00,973.00
2025-03-22 19:45:00,42.40,64.40,0,0,899.00,973.00
2025-03-22 19:50:00,44.80,62.60,0,0,899.00,973.00
2025-03-22 19:55:00,44.80,61.60,0,0,899.00,973.00
2025-03-22 20:00:00,31.60,62.40,0,0,899.00,973.00
2025-03-22 20:05:00,25.00,63.20,0,0,899.00,973.00
2025-03-22 20:10:00,26.80,65.20,0,0,899.00,973.00
2025-03-22 20:15:00,26.00,66.20,0,0,899.00,973.00
2025-03-22 20:20:00,26.20,67.00,0,0,899.00,973.00
2025-03-22 20:25:00,23.60,67.20,0,0,899.00,973.00
2025-03-22 20:30:00,25.60,67.20,0,0,899.00,973.00
2025-03-22 20:35:00,25.00,67.20,0,0,899.00,973.00
2025-03-22 20:40:00,24.80,66.80,0,0,899.00,973.00
2025-03-22 20:45:00,24.60,66.60,0,0,899.00,973.00
2025-03-22 20:50:00,25.20,66.80,0,0,899.00,973.00
2025-03-22 20:55:00,25.40,66.20,0,0,897.00,973.00
2025-03-22 21:00:00,26.00,66.80,0,0,897.00,973.00
2025-03-22 21:05:00,25.40,67.00,0,0,897.00,973.00
2025-03-22 21:10:00,24.40,67.20,0,0,897.00,973.00
2025-03-22 21:15:00,26.60,67.00,0,0,897.00,973.00
2025-03-22 21:20:00,25.60,67.00,0,0,897.00,973.00
2025-03-22 21:25:00,24.20,67.20,0,0,897.00,973.00
2025-03-22 21:30:00,25.20,68.40,0,0,897.00,973.00
2025-03-22 21:35:00,24.80,67.20,0,0,897.00,973.00
2025-03-22 21:40:00,24.80,67.60,0,0,897.00,973.00
2025-03-22 21:45:00,24.60,67.80,0,0,897.00,973.00
2025-03-22 21:50:00,25.00,67.40,0,0,897.00,973.00
2025-03-22 21:55:00,26.60,67.00,0,0,899.00,973.00
2025-03-22 22:00:00,25.60,67.40,0,0,899.00,973.00
2025-03-22 22:05:00,25.40,67.20,0,0,899.00,973.00
2025-03-22 22:10:00,24.60,67.00,0,0,899.00,973.00
2025-03-22 22:15:00,24.40,67.80,0,0,899.00,973.00
2025-03-22 22:20:00,26.60,67.40,0,0,899.00,973.00
2025-03-22 22:25:00,24.80,67.20,0,0,899.00,973.00
2025-03-22 22:30:00,25.80,67.60,0,0,899.00,973.00
2025-03-22 22:35:00,24.60,67.60,0,0,899.00,973.00
2025-03-22 22:40:00,25.00,67.40,0,0,899.00,973.00
2025-03-22 22:45:00,25.40,68.40,0,0,899.00,973.00
2025-03-22 22:50:00,24.40,68.00,0,0,899.00,973.00
2025-03-22 22:55:00,25.60,67.20,0,0,899.00,973.00
2025-03-22 23:00:00,25.80,67.80,0,0,899.00,973.00
2025-03-22 23:05:00,24.40,67.60,0,0,899.00,973.00
2025-03-22 23:10:00,23.20,67.40,0,0,899.00,973.00
2025-03-22 23:15:00,25.40,67.60,0,0,899.00,973.00
2025-03-22 23:20:00,32.00,68.80,0,0,899.00,973.00
2025-03-22 23:25:00,25.40,69.60,0,0,899.00,973.00
2025-03-22 23:30:00,25.00,69.00,0,0,897.00,973.00
2025-03-22 23:35:00,25.00,69.00,0,0,897.00,973.00
2025-03-22 23:40:00,25.20,68.40,0,0,897.00,973.00
2025-03-22 23:45:00,24.60,68.00,0,0,897.00,973.00
2025-03-22 23:50:00,25.00,67.80,0,0,897.00,973.00
2025-03-22 23:55:00,26.20,68.20,0,0,897.00,973.00
2025-03-23 00:00:00,25.80,68.20,0,0,897.00,973.00
2025-03-23 00:05:00,23.40,67.80,0,0,897.00,973.00
2025-03-23 00:10:00,24.20,68.00,0,0,897.00,973.00
2025-03-23 00:15:00,26.40,67.60,0,0,897.00,973.00
2025-03-23 00:20:00,25.00,67.40,0,0,897.00,973.00
2025-03-23 00:25:00,25.00,68.00,0,0,899.00,973.00
2025-03-23 00:30:00,25.80,68.20,0,0,899.00,973.00
2025-03-23 00:35:00,24.60,67.40,0,0,899.00,973.00
2025-03-23 00:40:00,24.20,67.00,0,0,899.00,973.00
2025-03-23 00:45:00,25.80,67.20,0,0,899.00,973.00
2025-03-23 00:50:00,23.80,67.80,0,0,899.00,973.00
2025-03-23 00:55:00,25.80,67.00,0,0,899.00,973.00
2025-03-23 01:00:00,24.40,66.80,0,0,899.00,973.00
2025-03-23 01:05:00,25.40,66.80,0,0,899.00,973.00
2025-03-23 01:10:00,24.20,67.60,0,0,899.00,973.00
2025-03-23 01:15:00,26.80,67.80,0,0,899.00,973.00
2025-03-23 01:20:00,25.60,68.00,0,0,899.00,973.00
2025-03-23 01:25:00,24.80,68.20,0,0,899.00,973.00
2025-03-23 01:30:00,24.80,67.60,0,0,899.00,973.00
2025-03-23 01:35:00,24.80,67.60,0,0,899.00,973.00
2025-03-23 01:40:00,25.00,68.20,0,0,899.00,973.00
2025-03-23 01:45:00,25.60,68.20,0,0,899.00,973.00
2025-03-23 01:50:00,25.00,67.20,0,0,899.00,973.00
2025-03-23 01:55:00,24.00,67.20,0,0,899.00,973.00
2025-03-23 02:00:00,25.00,65.80,0,0,899.00,973.00
2025-03-23 02:05:00,25.20,66.80,0,0,899.00,973.00
2025-03-23 02:10:00,24.00,66.80,0,0,899.00,973.00
2025-03-23 02:15:00,26.60,68.00,0,0,897.00,973.00
2025-03-23 02:20:00,25.60,67.60,0,0,897.00,973.00
2025-03-23 02:25:00,24.40,67.80,0,0,897.00,973.00
2025-03-23 02:30:00,24.80,67.80,0,0,897.00,973.00
2025-03-23 02:35:00,24.60,67.60,0,0,897.00,973.00
2025-03-23 02:40:00,25.00,67.40,0,0,897.00,973.00
2025-03-23 02:45:00,25.80,67.80,0,0,897.00,973.00
2025-03-23 02:50:00,23.60,68.60,0,0,897.00,973.00
2025-03-23 02:55:00,26.00,67.80,0,0,897.00,973.00
2025-03-23 03:00:00,26.20,68.60,0,0,897.00,973.00
2025-03-23 03:05:00,25.40,67.60,0,0,897.00,973.00
2025-03-23 03:10:00,23.60,66.80,0,0,897.00,973.00
2025-03-23 03:15:00,25.80,67.20,0,0,897.00,973.00
2025-03-23 03:20:00,37.80,67.80,0,0,899.00,973.00
2025-03-23 03:25:00,43.00,68.00,0,0,899.00,973.00
2025-03-23 03:30:00,43.20,68.40,0,0,899.00,973.00
2025-03-23 03:35:00,43.00,67.60,0,0,899.00,973.00
2025-03-23 03:40:00,42.00,67.80,0,0,899.00,973.00
2025-03-23 03:45:00,42.20,64.40,0,0,899.00,973.00
2025-03-23 03:50:00,43.80,62.00,0,0,899.00,973.00
2025-03-23 03:55:00,44.60,60.60,0,0,899.00,973.00
2025-03-23 04:00:00,31.60,62.60,0,0,899.00,973.00
